ZPRODH31;ZPRODH31_TXT
102320150002500;Труба Э/С 377x10
102320170001500;Труба Э/С 426x5
102320170001700;Труба Э/С 426x6
102320170001900;Труба Э/С 426x7
102320170002100;Труба Э/С 426x8
102320170002300;Труба Э/С 426x9
102320170002500;Труба Э/С 426x10
102320170002900;Труба Э/С 426x12
102320170003500;Труба Э/С 426x16
102320175002500;Труба Э/С 430x10
102320180002100;Труба Э/С 478x8
102320190001300;Труба Э/С 530x6
102320190001500;Труба Э/С 530x7
102320190001700;Труба Э/С 530x8
102320190001900;Труба Э/С 530x9
102320190002100;Труба Э/С 530x10
102320190002500;Труба Э/С 530x12
102320190002900;Труба Э/С 530x14
102320190003300;Труба Э/С 530x16
102320190003900;Труба Э/С 530x19
102320190004100;Труба Э/С 530x20
102320190004500;Труба Э/С 530x22
102320200000900;Труба Э/С 630x6
102320200001100;Труба Э/С 630x7
102320200001300;Труба Э/С 630x8
102320200001500;Труба Э/С 630x9
102320200001700;Труба Э/С 630x10
102320200002100;Труба Э/С 630x12
102320200003100;Труба Э/С 630x18
102330120001500;Труба Э/С НЛГ 273х5
102330120001700;Труба Э/С НЛГ 273х6
102330120001900;Труба Э/С НЛГ 273х7
102330120002100;Труба Э/С НЛГ 273х8
102330120002300;Труба Э/С НЛГ 273х9
102330120002500;Труба Э/С НЛГ 273х10
102330130001700;Труба Э/С НЛГ 325х6
102330130001900;Труба Э/С НЛГ 325х7
102330130002100;Труба Э/С НЛГ 325х8
102330130002300;Труба Э/С НЛГ 325х9
102330130002500;Труба Э/С НЛГ 325х10
102330130002900;Труба Э/С НЛГ 325х12
102330150001700;Труба Э/С НЛГ 377х6
102330150002100;Труба Э/С НЛГ 377х8
102330150002300;Труба Э/С НЛГ 377х9
102330150002500;Труба Э/С НЛГ 377х10
102330170001700;Труба Э/С НЛГ 426х6
102330170001900;Труба Э/С НЛГ 426х7
102330170002100;Труба Э/С НЛГ 426х8
102330170002300;Труба Э/С НЛГ 426х9
102330170002500;Труба Э/С НЛГ 426х10
102330170002900;Труба Э/С НЛГ 426х12
102330190001700;Труба Э/С НЛГ 530х6
102330190001900;Труба Э/С НЛГ 530х7
102330190002100;Труба Э/С НЛГ 530х8
102330190002300;Труба Э/С НЛГ 530х9
102330190002500;Труба Э/С НЛГ 530х10
102330190002900;Труба Э/С НЛГ 530х12
102330190003300;Труба Э/С НЛГ 530х14
102330190003700;Труба Э/С НЛГ 530х16
102330200002100;Труба Э/С НЛГ 630х8
102330200002300;Труба Э/С НЛГ 630х9
102330200002500;Труба Э/С НЛГ 630х10
102330200002900;Труба Э/С НЛГ 630х12
102330200003300;Труба Э/С НЛГ 630х14
102340110001100;Труба Э/С 720x6
102340110001300;Труба Э/С 720x7
102340110001400;Труба Э/С 720x7.5
102340110001500;Труба Э/С 720x8
102340110001700;Труба Э/С 720x9
102340110001900;Труба Э/С 720x10
102340120001300;Труба Э/С 820x7
102340120001500;Труба Э/С 820x8
102340120001700;Труба Э/С 820x9
102340120001900;Труба Э/С 820x10
102340120002300;Труба Э/С 820x12
102340120002700;Труба Э/С 820x14
102340120003300;Труба Э/С 820x18
102340120003500;Труба Э/С 820x20
102340130001500;Труба Э/С 920x8
102340130001900;Труба Э/С 920x10
102340130002100;Труба Э/С 920x11
102340140001500;Труба Э/С 1020x8
102340140001900;Труба Э/С 1020x10
102340140002100;Труба Э/С 1020x11
102340140002300;Труба Э/С 1020x12
102340140002700;Труба Э/С 1020x14
102340140003300;Труба Э/С 1020x18
102340160001500;Труба Э/С 1220x10
102340160001900;Труба Э/С 1220x12
102340160002300;Труба Э/С 1220x14
102340160003300;Труба Э/С 1220x20
102340170001500;Труба Э/С 1420x12
102340170001900;Труба Э/С 1420x14
102340170002900;Труба Э/С 1420x20
102340190001500;Труба Э/С 1520x12
102340210002900;Труба Э/С 1620x20
102350110001500;Труба Э/С НЛГ 720х8
102350110001700;Труба Э/С НЛГ 720х9
102350110001900;Труба Э/С НЛГ 720х10
102350110002100;Труба Э/С НЛГ 720х11
102350110002300;Труба Э/С НЛГ 720х12
102350110002900;Труба Э/С НЛГ 720х16
102350110003100;Труба Э/С НЛГ 720х18
102350120001700;Труба Э/С НЛГ 820х9
102350120001900;Труба Э/С НЛГ 820х10
102350120002100;Труба Э/С НЛГ 820х11
102350120002300;Труба Э/С НЛГ 820х12
102350120002700;Труба Э/С НЛГ 820х14
102350130001900;Труба Э/С НЛГ 920х10
102350140001900;Труба Э/С НЛГ 1020х10
102350140002100;Труба Э/С НЛГ 1020х11
102350140002300;Труба Э/С НЛГ 1020х12
102350140002700;Труба Э/С НЛГ 1020х14
102350160001500;Труба Э/С НЛГ 1220х10
102350160001900;Труба Э/С НЛГ 1220х12
102350160002700;Труба Э/С НЛГ 1220х16
102350160003500;Труба Э/С НЛГ 1220х20
102350170001900;Труба Э/С НЛГ 1420х14
102350170002500;Труба Э/С НЛГ 1420х17
102350170002700;Труба Э/С НЛГ 1420х18
102360110001100;Труба ВГП полиэстер
102360120001100;Труба Э/С полиэстер
102400110001100;Уголок 20x20x3
102400110001200;Уголок 20x20x4
102400120001100;Уголок 25x25x3
102400120001200;Уголок 25x25x4
102400130001100;Уголок 30x30x3
102400140001100;Уголок 32x32x3
102400140001200;Уголок 32x32x4
102400150001100;Уголок 35x35x3
102400150001200;Уголок 35x35x4
102400150001300;Уголок 35x35x5
102400160001100;Уголок 40x40x3
102400160001200;Уголок 40x40x4
102400160001300;Уголок 40x40x5
102400170001100;Уголок 45x28x4
102400180001100;Уголок 45x45x3
102400180001200;Уголок 45x45x4
102400180001300;Уголок 45x45x5
102400190001100;Уголок 50x43x4
102400200001100;Уголок 50x50x3
102400200001200;Уголок 50x50x4
102400200001300;Уголок 50x50x5
102400200001400;Уголок 50x50x6
102400205001200;Уголок 56x56x4
102400205001300;Уголок 56x56x5
102400210001000;Уголок 60x60x5
102400210001100;Уголок 60x60x7
102400220001100;Уголок 63x40x5
102400220001200;Уголок 63x40x6
102400220001300;Уголок 63x40x8
102400230001100;Уголок 63x63x4
102400230001200;Уголок 63x63x5
102400230001300;Уголок 63x63x6
102400240001100;Уголок 70x70x5
102400240001200;Уголок 70x70x6
102400240001300;Уголок 70x70x7
102400240001400;Уголок 70x70x8
102400245001100;Уголок 75x45x5
102400250001100;Уголок 75x50x5
102400250001200;Уголок 75x50x6
102400250001300;Уголок 75x50x8
102400260001100;Уголок 75x75x5
102400260001200;Уголок 75x75x6
102400260001300;Уголок 75x75x7
102400260001400;Уголок 75x75x8
102400260001500;Уголок 75x75x9
102400270000800;Уголок 80x80x3
102400270001100;Уголок 80x80x6
102400270001200;Уголок 80x80x7
102400270001300;Уголок 80x80x8
102400270001400;Уголок 80x80x9
102400280001100;Уголок 90x56x6
102400280001200;Уголок 90x56x8
102400290001100;Уголок 90x90x6
102400290001200;Уголок 90x90x7
102400290001300;Уголок 90x90x8
102400290001400;Уголок 90x90x9
102400300001100;Уголок 100x63x6
102400300001200;Уголок 100x63x7
102400300001300;Уголок 100x63x8
102400300001400;Уголок 100x63x9
102400300001500;Уголок 100x63x10
102400310001100;Уголок 100x80x7
102400320001100;Уголок 100x100x6
102400320001150;Уголок 100x100x6.5
102400320001200;Уголок 100x100x7
102400320001300;Уголок 100x100x8
102400320001400;Уголок 100x100x10
102400320001500;Уголок 100x100x12
102400320001600;Уголок 100x100x14
102400330001100;Уголок 110x70x8
102400340001100;Уголок 110x110x7
102400340001200;Уголок 110x110x8
102400340001300;Уголок 110x110x10
102400350000800;Уголок 125x80x5
102400350001100;Уголок 125x80x8
102400350001200;Уголок 125x80x9
102400350001300;Уголок 125x80x10
102400360001000;Уголок 125x125x5
102400360001100;Уголок 125x125x6
102400360001200;Уголок 125x125x8
102400360001300;Уголок 125x125x9
102400360001400;Уголок 125x125x10
102400360001500;Уголок 125x125x12
102400360001550;Уголок 125x125x14
102400360001600;Уголок 125x125x16
102400470001100;Уголок Ассортимент
102400480001000;Уголок НЛГ 25x25x3
102400480001100;Уголок НЛГ 25x25x4
102400490001000;Уголок НЛГ 32x32x3
102400490001100;Уголок НЛГ 32x32x4
102400500001100;Уголок НЛГ 35x35x4
102400510001000;Уголок НЛГ 40x40x3
102400510001100;Уголок НЛГ 40x40x4
102400510001150;Уголок НЛГ 40x40x5
102400510001200;Уголок НЛГ 40x40x6
102400520001000;Уголок НЛГ 45x45x3
102400520001100;Уголок НЛГ 45x45x4
102400520001200;Уголок НЛГ 45x45x5
102400530001100;Уголок НЛГ 50x50x4
102400530001200;Уголок НЛГ 50x50x5
102400530001300;Уголок НЛГ 50x50x6
102400540001100;Уголок НЛГ 63x40x5
102400540001200;Уголок НЛГ 63x40x6
102400540001400;Уголок НЛГ 63x40x8
102400550001100;Уголок НЛГ 63x63x4
102400550001200;Уголок НЛГ 63x63x5
102400550001300;Уголок НЛГ 63x63x6
102400560001100;Уголок НЛГ 70x50x4
102400570001100;Уголок НЛГ 70x70x5
102400570001200;Уголок НЛГ 70x70x6
102400570001400;Уголок НЛГ 70x70x8
102400580001000;Уголок НЛГ 75x50x5
102400580001100;Уголок НЛГ 75x50x6
102400580001300;Уголок НЛГ 75x50x8
102400590001100;Уголок НЛГ 75x75x5
102400590001200;Уголок НЛГ 75x75x6
102400590001300;Уголок НЛГ 75x75x7
102400590001400;Уголок НЛГ 75x75x8
102400600001100;Уголок НЛГ 80x80x6
102400600001200;Уголок НЛГ 80x80x7
102400600001300;Уголок НЛГ 80x80x8
102400610001100;Уголок НЛГ 90x90x6
102400610001200;Уголок НЛГ 90x90x7
102400610001300;Уголок НЛГ 90x90x8
102400610001400;Уголок НЛГ 90x90x9
102400620001100;Уголок НЛГ 100x63x6
102400620001200;Уголок НЛГ 100x63x8
102400630000900;Уголок НЛГ 100x100x5
102400630001050;Уголок НЛГ 100x100x6.5
102400630001100;Уголок НЛГ 100x100x7
102400630001200;Уголок НЛГ 100x100x8
102400630001300;Уголок НЛГ 100x100x10
102400630001400;Уголок НЛГ 100x100x12
102400640001100;Уголок НЛГ 110x70x8
102400645001100;Уголок НЛГ 110x110x7
102400645001200;Уголок НЛГ 110x110x8
